J,"[0.7237495183944702, 0.7168930768966675, -5.610050948234857e-07]","[0.6791306138038635, 0.6992806196212769, -0.010582306422293186]","[0.6350277066230774, 0.6273821592330933, -0.015344624407589436]","[0.6190609335899353, 0.5593242049217224, -0.022998405620455742]","[0.6233847737312317, 0.5009546875953674, -0.026402436196804047]","[0.653607189655304, 0.5449401140213013, 0.0006283821421675384]","[0.6347252130508423, 0.4984701871871948, -0.024429751560091972]","[0.6427930593490601, 0.5600774884223938, -0.034847985953092575]","[0.6533751487731934, 0.6063089966773987, -0.034370873123407364]","[0.677243173122406, 0.5363889932632446, -0.0021609123796224594]","[0.6552387475967407, 0.505727231502533, -0.033722709864377975]","[0.6704914569854736, 0.5860043168067932, -0.04096131771802902]","[0.6838440895080566, 0.6372329592704773, -0.035364847630262375]","[0.7022830843925476, 0.5348212718963623, -0.009081844240427017]","[0.6820685863494873, 0.5173237323760986, -0.03806145861744881]","[0.6949335932731628, 0.5938060879707336, -0.037466634064912796]","[0.7073553204536438, 0.6468163132667542, -0.024878326803445816]","[0.7279492020606995, 0.5329573750495911, -0.016854112967848778]","[0.7123570442199707, 0.4530409872531891, -0.03172353282570839]","[0.6994292140007019, 0.40235471725463867, -0.03403950482606888]","[0.6864942312240601, 0.3594236373901367, -0.029646338894963264]",1
J,"[0.7253337502479553, 0.7180120348930359, -5.710471668862738e-07]","[0.679456889629364, 0.6983678340911865, -0.008966878056526184]","[0.6351994872093201, 0.628259539604187, -0.01276413630694151]","[0.6189263463020325, 0.5588746070861816, -0.019849583506584167]","[0.6224514842033386, 0.5012034177780151, -0.022615529596805573]","[0.6543371677398682, 0.5452653765678406, 0.002165344310924411]","[0.6345535516738892, 0.4952983856201172, -0.021838568150997162]","[0.6412263512611389, 0.5564852356910706, -0.03096831403672695]","[0.6515077352523804, 0.5994754433631897, -0.029989583417773247]","[0.6770340204238892, 0.5368601083755493, -0.001583250006660819]","[0.6549252867698669, 0.5029656291007996, -0.03303215652704239]","[0.6686440706253052, 0.5837388038635254, -0.039714641869068146]","[0.6815927028656006, 0.6325849890708923, -0.03378288820385933]","[0.7015799283981323, 0.5350987315177917, -0.00930871069431305]","[0.6813793778419495, 0.5149399042129517, -0.038401953876018524]","[0.6936067938804626, 0.5944188833236694, -0.037038110196590424]","[0.7062520384788513, 0.6480238437652588, -0.023982536047697067]","[0.7269469499588013, 0.5334658026695251, -0.017832878977060318]","[0.7128443121910095, 0.45382770895957947, -0.03336408734321594]","[0.6999285817146301, 0.40383225679397583, -0.0359378345310688]","[0.6869851350784302, 0.3605639338493347, -0.03172740340232849]",1
J,"[0.7167491316795349, 0.7119293212890625, -5.088601255920366e-07]","[0.6729391813278198, 0.7011061906814575, -0.011157959699630737]","[0.6285741329193115, 0.6292542815208435, -0.014953108504414558]","[0.6119822859764099, 0.563869833946228, -0.021559320390224457]","[0.6148372888565063, 0.5068238973617554, -0.024009374901652336]","[0.6438788771629333, 0.5448133945465088, 0.0010669617913663387]","[0.6262670159339905, 0.5040714740753174, -0.022893739864230156]","[0.6357861161231995, 0.5626219511032104, -0.032425012439489365]","[0.6474338173866272, 0.6062514781951904, -0.031615857034921646]","[0.6686846017837524, 0.5366364121437073, -0.0016152156749740243]","[0.6516364216804504, 0.503084123134613, -0.03155278414487839]","[0.6623572707176208, 0.5795103907585144, -0.038645822554826736]","[0.670981228351593, 0.6319591403007507, -0.03346050903201103]","[0.6945536732673645, 0.5366799235343933, -0.008541276678442955]","[0.6778203845024109, 0.519474983215332, -0.03759734332561493]","[0.6884175539016724, 0.5952296853065491, -0.037473030388355255]","[0.6995890736579895, 0.6490923166275024, -0.02544858120381832]","[0.7206929922103882, 0.5362966060638428, -0.016337469220161438]","[0.7082868218421936, 0.45678380131721497, -0.03232608735561371]","[0.695725679397583, 0.40485242009162903, -0.03560866788029671]","[0.6835379004478455, 0.36054831743240356, -0.03206319734454155]",1
J,"[0.7084130644798279, 0.7118583917617798, -5.536505227610178e-07]","[0.6675444841384888, 0.7046689987182617, -0.007464427966624498]","[0.620140790939331, 0.6377149820327759, -0.009859029203653336]","[0.6018016934394836, 0.574122965335846, -0.015095422975718975]","[0.6020153164863586, 0.5205755829811096, -0.016306746751070023]","[0.6346119046211243, 0.5465559959411621, -0.002782355761155486]","[0.6174653768539429, 0.5034608244895935, -0.02629714086651802]","[0.6269141435623169, 0.5624154806137085, -0.03457903489470482]","[0.6372061967849731, 0.608681857585907, -0.033707983791828156]","[0.6603018641471863, 0.5390754342079163, -0.006757380906492472]","[0.6405910849571228, 0.508396327495575, -0.03700610250234604]","[0.6541762351989746, 0.5884953141212463, -0.04234063997864723]","[0.6648144721984863, 0.6420047879219055, -0.036591868847608566]","[0.6868504881858826, 0.5387756824493408, -0.014243259094655514]","[0.6676966547966003, 0.5206860899925232, -0.043190326541662216]","[0.6796998977661133, 0.5967164039611816, -0.04133816808462143]","[0.6909869909286499, 0.65107661485672, -0.029106004163622856]","[0.7124302387237549, 0.5381607413291931, -0.022197354584932327]","[0.6976011991500854, 0.4603002071380615, -0.04104860499501228]","[0.6856103539466858, 0.4088805019855499, -0.04631538316607475]","[0.6745010614395142, 0.36438190937042236, -0.044330574572086334]",1
J,"[0.7042854428291321, 0.721069872379303, -5.639087703457335e-07]","[0.6626072525978088, 0.7075640559196472, -0.009922423399984837]","[0.6172774434089661, 0.6341717839241028, -0.013378527015447617]","[0.599493682384491, 0.5678604245185852, -0.019604431465268135]","[0.6011440753936768, 0.5091856718063354, -0.021706636995077133]","[0.6354389190673828, 0.5531138181686401, 0.0005896511720493436]","[0.6185901165008545, 0.5081732273101807, -0.022295992821455002]","[0.6258066296577454, 0.5706111192703247, -0.03037426620721817]","[0.6350799202919006, 0.6176493167877197, -0.029003411531448364]","[0.6587491035461426, 0.5442395210266113, -0.0023448418360203505]","[0.6365979909896851, 0.5091679096221924, -0.03289348632097244]","[0.649624764919281, 0.5911306142807007, -0.0390467569231987]","[0.6615365743637085, 0.64589524269104, -0.03280956298112869]","[0.6835625767707825, 0.5420591831207275, -0.009136414155364037]","[0.6621590256690979, 0.5239135026931763, -0.037401553243398666]","[0.6747714877128601, 0.6013416051864624, -0.0361725352704525]","[0.6873966455459595, 0.6551163196563721, -0.0235394649207592]","[0.7085946798324585, 0.5387320518493652, -0.016700172796845436]","[0.691080629825592, 0.46066781878471375, -0.03224317356944084]","[0.6764727830886841, 0.4098866283893585, -0.03544667735695839]","[0.6626577973365784, 0.3663349151611328, -0.03192080184817314]",1
J,"[0.7020893692970276, 0.7163881063461304, -5.488505507855734e-07]","[0.6635459065437317, 0.7059684991836548, -0.009403538890182972]","[0.6198359131813049, 0.6320134997367859, -0.012411864474415779]","[0.6030795574188232, 0.566805362701416, -0.018063846975564957]","[0.6013312935829163, 0.509278416633606, -0.019954102113842964]","[0.6364799737930298, 0.5474120378494263, -0.0022630621679127216]","[0.6209424734115601, 0.5057401061058044, -0.025229431688785553]","[0.6268962025642395, 0.5685316324234009, -0.03353022411465645]","[0.6351133584976196, 0.6166993975639343, -0.03257131204009056]","[0.660675585269928, 0.5405246019363403, -0.005265973974019289]","[0.6411160230636597, 0.5110823512077332, -0.035422179847955704]","[0.6520432829856873, 0.589248538017273, -0.041581787168979645]","[0.6629504561424255, 0.6433778405189514, -0.03605114668607712]","[0.6860084533691406, 0.5414096117019653, -0.011910894885659218]","[0.6687299609184265, 0.529069721698761, -0.0409415178000927]","[0.6795850992202759, 0.6049970388412476, -0.03993881121277809]","[0.6906183362007141, 0.6590864062309265, -0.027717188000679016]","[0.7110036611557007, 0.5406504273414612, -0.019109312444925308]","[0.6942442059516907, 0.4645273685455322, -0.036065854132175446]","[0.6807123422622681, 0.4141119718551636, -0.039760153740644455]","[0.6688903570175171, 0.3717501759529114, -0.036529265344142914]",1
J,"[0.7074951529502869, 0.7095856070518494, -5.28784482867195e-07]","[0.6692647933959961, 0.7035929560661316, -0.008705728687345982]","[0.624457597732544, 0.6295886635780334, -0.010882955975830555]","[0.608475923538208, 0.5631725788116455, -0.015375231392681599]","[0.6078588366508484, 0.5062456727027893, -0.0158078595995903]","[0.6383216381072998, 0.5470750331878662, -0.002895991550758481]","[0.6239462494850159, 0.5066016912460327, -0.02555357851088047]","[0.6355839371681213, 0.5694083571434021, -0.0332365520298481]","[0.6468223929405212, 0.6191068291664124, -0.03196031600236893]","[0.6640681624412537, 0.5390594005584717, -0.005767480935901403]","[0.6478209495544434, 0.5062880516052246, -0.035193778574466705]","[0.6610854268074036, 0.5877810716629028, -0.040288135409355164]","[0.6718237400054932, 0.6441081762313843, -0.034298092126846313]","[0.6907283663749695, 0.5385032892227173, -0.012184800580143929]","[0.6752915382385254, 0.5207907557487488, -0.04011319950222969]","[0.6846774220466614, 0.599250316619873, -0.03718678280711174]","[0.6945353746414185, 0.6561810374259949, -0.024287747219204903]","[0.716211199760437, 0.5373107194900513, -0.019212499260902405]","[0.7018086314201355, 0.4615088105201721, -0.03650648519396782]","[0.689008355140686, 0.4096938967704773, -0.04035058245062828]","[0.6779865622520447, 0.364551305770874, -0.037562817335128784]",1
J,"[0.710404634475708, 0.7112045884132385, -5.424537903309101e-07]","[0.67049640417099, 0.6992024779319763, -0.010421721264719963]","[0.6284821033477783, 0.6230912208557129, -0.014124336652457714]","[0.6141892075538635, 0.5557311773300171, -0.020201105624437332]","[0.6163118481636047, 0.4984428584575653, -0.022319862619042397]","[0.646459698677063, 0.5391232967376709, -0.0020986131858080626]","[0.6323833465576172, 0.4944727420806885, -0.024536432698369026]","[0.6393415927886963, 0.5566561222076416, -0.03275364264845848]","[0.6485587358474731, 0.6034275889396667, -0.031797003000974655]","[0.6709407567977905, 0.533843457698822, -0.004481496289372444]","[0.6538517475128174, 0.5023157596588135, -0.034312181174755096]","[0.6657605171203613, 0.5835245847702026, -0.040657415986061096]","[0.6760258078575134, 0.6367138028144836, -0.03516976535320282]","[0.69636070728302, 0.5364177227020264, -0.010527565144002438]","[0.6792973279953003, 0.5181094408035278, -0.03842105343937874]","[0.6898577213287354, 0.594067394733429, -0.037342607975006104]","[0.7003005743026733, 0.6477621793746948, -0.025340557098388672]","[0.7213859558105469, 0.5379660129547119, -0.017281072214245796]","[0.7076480388641357, 0.45959773659706116, -0.033466774970293045]","[0.69501131772995, 0.4070758819580078, -0.03729543089866638]","[0.6828286647796631, 0.360941082239151, -0.03435623273253441]",1
J,"[0.7136648297309875, 0.722866952419281, -5.98186488787178e-07]","[0.6732284426689148, 0.6990042328834534, -0.010223005898296833]","[0.6319337487220764, 0.6220288872718811, -0.015129316598176956]","[0.6168909072875977, 0.5525465607643127, -0.02332961931824684]","[0.6210424900054932, 0.49296796321868896, -0.027261490002274513]","[0.6521629691123962, 0.5370705723762512, -0.00043951038969680667]","[0.6332129240036011, 0.494522362947464, -0.02400892786681652]","[0.6416455507278442, 0.5592054128646851, -0.032965049147605896]","[0.6527293920516968, 0.6052475571632385, -0.03218410164117813]","[0.6766624450683594, 0.5315782427787781, -0.003433408448472619]","[0.6569659113883972, 0.5095753073692322, -0.03487744927406311]","[0.6693763732910156, 0.5938719511032104, -0.04157755896449089]","[0.6805663108825684, 0.6480109691619873, -0.03630267083644867]","[0.7016944289207458, 0.5338846445083618, -0.010369001887738705]","[0.6831728219985962, 0.5178099274635315, -0.04046937823295593]","[0.6912621855735779, 0.6002821922302246, -0.03976275771856308]","[0.7005317211151123, 0.6583694219589233, -0.027271689847111702]","[0.7264732718467712, 0.5369141697883606, -0.018083998933434486]","[0.7166920900344849, 0.4596617817878723, -0.033812277019023895]","[0.7055143117904663, 0.41088294982910156, -0.036828912794589996]","[0.6937140226364136, 0.3706008195877075, -0.033099688589572906]",1
J,"[0.6905458569526672, 0.7696987986564636, -4.991083528693707e-07]","[0.6480717062950134, 0.753019392490387, -0.024475155398249626]","[0.613497257232666, 0.7141166925430298, -0.03833998367190361]","[0.5946372747421265, 0.6762722730636597, -0.04899800941348076]","[0.6092425584793091, 0.654487133026123, -0.05610310658812523]","[0.6407584547996521, 0.5662934184074402, -0.023176902905106544]","[0.622298002243042, 0.6272161602973938, -0.039743077009916306]","[0.629744827747345, 0.6794095635414124, -0.04778611660003662]","[0.6376820206642151, 0.6833067536354065, -0.0528242252767086]","[0.6742146611213684, 0.5695053339004517, -0.021801158785820007]","[0.6506540775299072, 0.6509052515029907, -0.03671769052743912]","[0.6528383493423462, 0.6999940872192383, -0.03864867985248566]","[0.6582413911819458, 0.7040277123451233, -0.039135005325078964]","[0.7035133838653564, 0.5947096943855286, -0.02354489266872406]","[0.6772055625915527, 0.678668737411499, -0.04093186557292938]","[0.6735503077507019, 0.7221495509147644, -0.038414739072322845]","[0.676780104637146, 0.7263966202735901, -0.034494221210479736]","[0.7281349897384644, 0.6313698887825012, -0.02777991257607937]","[0.7017202377319336, 0.6953896880149841, -0.040226373821496964]","[0.6892879009246826, 0.7353739738464355, -0.03862512856721878]","[0.6853395104408264, 0.7505787014961243, -0.03480239585042]",1
